PCA1,PCA2,Cluster,Chemical Oxygen Demand
-2.891232704179164,-0.16317604399104518,0,1050.0
0.18524563514746725,-0.7834777048114693,1,900.0
1.511695386368129,-2.36693896024279,1,1108.0
-1.342159663445829,-1.1846853357352765,0,800.0
0.6565850437955371,-0.1124364047976274,1,880.0
0.8463556230963091,0.08571305422343795,1,920.0
-0.8107553831662461,-1.1440316156298795,0,952.0
0.09201253197321235,-2.53354862013294,1,1000.0
0.27990700943348046,-1.0816300857952648,1,920.0
0.8144293703172414,0.5764034789811259,2,830.0
0.7792071029567679,0.15291691907356716,2,900.0
0.077440377646618,0.24241626962187948,2,825.0
0.44535914329830184,-0.2549022001882698,1,840.0
1.2092282589063996,-0.13737785673149985,1,940.0
0.31584237291829725,0.4496477222945867,2,820.0
0.614300532718285,0.26457889245636734,2,830.0
0.928301396859537,0.4276491901880633,2,876.0
1.559762590645464,-0.15350516885076118,1,1007.0
-0.5926697815761106,0.8151501764557777,2,735.0
-0.27170271078247715,0.25258619711361563,2,760.0
0.10236850134845543,-0.6276497619970723,0,850.0
1.1091388506771653,-0.7065978229016339,1,985.0
-0.9922598257648206,0.18974822877075073,0,880.0
1.6971279383575542,0.4144731526734578,1,1000.0
1.0162392582525512,0.8764711587041073,2,834.0
0.6940649504884416,0.024484376792222918,2,870.0
0.0652067045031712,1.2291367698379665,2,780.0
1.1254402742649172,0.41501129253050134,1,910.0
1.2064861946689966,-0.023482223197400263,1,940.0
-0.09055622374448505,-0.5309031539430366,0,826.0
-2.5646526989620573,-0.667307547399124,0,769.0
-1.9475815798479985,-0.4863453325909711,0,627.0
-0.6618869396573204,-0.5995120032260729,0,760.0
-2.3118244237008607,-0.7746484135780015,0,627.0
-0.5135919006235948,-0.10751880538722229,0,747.0
0.8652954859174915,-1.0207940393523969,1,988.0
0.9577062812795922,0.7195358478915955,2,852.0
3.800019417756234,-0.47344987503077757,1,1322.0
1.2173580956258485,0.7768930492505267,2,898.0
0.39447911548370906,-0.5432757695267907,1,885.0
1.501939683282978,-0.31917922853796893,1,1028.0
1.2541294213959575,0.376414075545352,1,917.0
6.459682928586881,-0.3306672598897892,1,1193.0
0.7829629069068612,-0.298752903233868,1,899.0
1.0430755656839221,-0.7328991775446468,1,958.0
0.7846090574430109,-0.32324268563132497,1,868.0
0.938226009347524,-0.050815707738795776,1,884.0
0.9674269265575306,0.102908523728971,1,908.0
1.939151729433872,-0.5332070052539915,1,996.0
0.43602651779406393,-0.4184539300541426,1,879.0
0.1470019009167821,-0.2532330184297991,2,836.0
-0.8096382255950991,-0.1325269511878999,0,684.0
1.587360849525535,0.038746032188686844,1,582.0
-1.4426862417262023,1.259425295341796,2,508.0
0.004758437168000008,-0.4425773918721311,2,830.0
0.22139410657109806,-0.7726066033560628,1,855.0
1.1929482863340573,0.6068652656735424,2,865.0
0.6686749243793325,-1.1949297870012097,1,940.0
0.7152661661511645,-0.40543194564116036,1,900.0
0.007375568430027402,-0.4700853321966686,0,800.0
1.8699372552321156,0.7401558089388957,2,1115.0
1.5477824492805399,0.2681096588994917,1,940.0
3.3158214177181646,-0.9929405966565857,1,1290.0
1.648505229489852,0.1673038616242977,1,970.0
0.5955985280694006,1.1498046221779845,2,760.0
0.7354809360844741,1.1297560906122701,2,845.0
1.9422401109774574,0.6351378392221992,1,990.0
-0.6706202436079111,-0.48310059319897536,0,720.0
-0.733769897971098,0.18149030066950092,0,650.0
1.2293212341610487,0.6546959210332967,2,861.0
2.820284395699009,-0.16229921166421862,1,1105.0
7.377094153766475,-0.9737448482706034,1,1110.0
1.9888797475584503,0.08641585955373964,1,1060.0
0.6820311644362325,0.011814144773676302,2,875.0
0.18181925891385475,0.15713851617365554,2,810.0
1.74274851833187,0.025898925463957757,1,975.0
1.8004995636510486,-0.2270925931392677,1,1060.0
0.9614589469329721,1.0973679772823561,2,945.0
1.016007243048124,0.8592304546346253,2,840.0
1.2174528034667478,0.6576188600842375,2,900.0
2.4733765344303134,-1.321237130506161,1,1170.0
2.330361956255186,-0.4099089681558043,1,1030.0
2.518749427051151,-0.5299075832839649,1,1090.0
0.6512806612855299,0.2448837812671571,2,835.0
1.4261205790502107,1.0883505876103405,2,1100.0
0.7006412135967074,1.1923293234997148,2,920.0
0.7975676065520348,1.1784374276116605,2,870.0
1.7202856670002855,0.3552313189542565,1,840.0
-0.23180077201303048,0.248524371386891,2,760.0
3.1955116753898913,1.007493632436962,1,920.0
0.9614589469329721,1.0973679772823561,2,900.0
2.131887038845014,-0.391405234975449,1,940.0
1.632351471435044,-0.4859209356084977,1,860.0
-0.364681131753421,1.5227266116430227,2,760.0
0.7648336645049217,0.4412191843772821,2,990.0
2.547843536193484,-1.3097484713196197,1,900.0
0.18180745828092137,0.8735742609971167,2,940.0
0.49709816700677395,1.2790818221468592,2,790.0
0.3193322692445391,-0.5131391838819087,2,760.0
0.5129520802513196,1.2784666599832692,2,900.0
1.2176133232375685,0.4305905948735261,1,1000.0
1.2212193174625154,0.5856545455486537,2,845.96
-0.5517763066633079,1.2090339860878627,2,660.0
-0.7532090590682172,0.21306633161089097,0,690.0
-0.04663353601488799,-0.3455277181764906,2,860.0
1.2498797137787891,0.8085520765653795,2,845.96
0.07799336683400238,2.253799057642432,2,730.0
0.17986884372857026,1.6683705173011985,2,800.0
-0.7223087117873003,1.455509401329322,2,840.0
2.4251276171079525,-1.3464259969801082,1,970.0
2.461790258721309,-0.21168308492898222,1,910.0
-0.27091005434957904,1.1687790605031607,2,700.0
0.7094530704750758,1.3654630328837674,2,970.0
0.7896669671258392,0.783139120790243,2,880.0
0.5045439629770414,0.48349625357641085,2,870.0
1.8005588441606848,-0.7962713235527227,1,1000.0
0.15209173156728287,1.1048385020373295,2,760.0
0.22888154090737514,-0.3290929197032443,2,900.0
0.497498674408648,-0.3709064243019284,2,1000.0
-0.41311133286677026,-0.29465967505422025,0,750.0
1.3850106001606743,-0.7826934612336509,1,1000.0
2.1844859271556625,0.4005457393004649,1,830.0
0.4284423386064514,1.4633185240778037,2,850.0
2.597630834827698,-1.2593043369253436,1,950.0
1.0569826848039712,0.7365408796448486,2,780.0
-0.5834495537377358,1.5507672426177916,2,590.0
0.03832275481656683,1.5751548651459066,2,680.0
1.0597876283629233,1.256014674133516,2,930.0
-0.6950873157334265,0.6604036850088214,2,740.0
-0.15160706271286584,0.29295344490727687,2,760.0
-0.8254700485103315,0.22508016570916828,0,680.0
0.886124608782418,0.2527527715069639,2,840.0
0.7858272471298228,0.2654707217548435,2,810.0
0.9706903987347099,-1.529429372427008,1,820.0
2.8532845642983355,-0.09505411105740981,1,1100.0
0.5569881268034007,-0.09153341036753306,2,770.0
-0.7691206046705377,-0.3538233932301005,0,660.0
-0.7560552281593155,-0.8689434404734956,0,700.0
-1.662586261027066,-2.0467814914489435,0,730.0
-0.8293830744703486,-0.516268811719196,0,810.0
-2.149385785736797,-1.2877101368788983,0,660.0
-0.22456867852849569,2.131052288282334,2,730.0
0.7896669671258392,0.783139120790243,2,840.0
0.85381386047059,-2.0818483723846097,1,750.0
1.8922945814953636,-0.9805017605935394,1,840.0
0.6255327735213345,1.4334136119418812,2,1000.0
0.4014567830489612,1.2927895451727611,2,710.0
2.0020582564121123,0.2013438639242437,1,890.0
3.3385067069854983,0.06737834248637803,1,920.0
-0.24204663118817668,0.4161040774766181,2,520.0
-0.014016022613938032,2.0350097082800613,2,360.0
1.3813989106129483,0.2902993563437717,1,780.0
1.6156998396904672,0.5413034846165958,1,710.0
1.4313150151958296,0.6269672337403304,1,830.0
2.121692532519862,0.296042921736129,1,840.0
1.3552735045180304,1.020451856670729,2,845.96
0.4850573220032196,0.3678152701077946,2,780.0
0.4057119508336774,-0.5321478288727232,1,810.0
3.6022810578758473,-1.003550173907432,1,960.0
0.4046458271841612,0.1573061838037783,2,870.0
